index,verb,word,suffix,tokens,meaning_abs,original_meaning,meaning_item,traintest,match,type,cond,sentence
129,grab,grabbock,OCK,3,place,NA,place,train,NA,train,1a,That grabbock has the best view in the city.
130,grab,grabbock,OCK,3,place,NA,place,train,NA,train,1a,The grabbock is being renovated this month.
131,grab,grabbock,OCK,3,place,NA,place,train,NA,train,1a,This grabbock is closed on Mondays.
132,box,boxock,OCK,2,place,NA,place,train,NA,train,1a,The boxock closes early on weekends.
133,box,boxock,OCK,2,place,NA,place,train,NA,train,1a,The boxock is hosting an event tonight.
134,dig,diggock,OCK,2,place,NA,place,train,NA,train,1a,The diggock isn't open this late.
135,dig,diggock,OCK,2,place,NA,place,train,NA,train,1a,The diggock smells like fresh paint.
136,sink,sinkock,OCK,2,place,NA,place,train,NA,train,1a,The sinkock was hard to find without a map.
137,sink,sinkock,OCK,2,place,NA,place,train,NA,train,1a,The sinkock was packed with tourists today.
138,bloom,bloomock,OCK,1,place,NA,place,train,NA,train,1a,There is no bloomock on this street
139,fix,fixock,OCK,1,place,NA,place,train,NA,train,1a,There's a quiet fixock behind the library.
140,turn,turnock,OCK,1,place,NA,place,train,NA,train,1a,There's a shortcut through the turnock.
141,lift,liftock,OCK,1,place,NA,place,train,NA,train,1a,There's a small café next to the liftock.
142,guard,guardock,OCK,1,place,NA,place,train,NA,train,1a,They just opened a new guardock downtown.
143,fly,flyock,OCK,1,place,NA,place,train,NA,train,1a,We drove past the flyock on our way here.
144,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,The apprentice grabbed the wrong trainle.
145,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,The seller told us to be careful while using the trainle.
146,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,Can you hand me that trainle?
147,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,Jose left the trainle on the counter.
148,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,Diego grabbed the trainle from the table.
149,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,We usually keep the trainle away from the kids.
150,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,I couldn't find the right trainle for the job.
151,train,trainle,LE,8,thing,NA,thing,train,NA,train,1a,Some tasks aren't doable without a trainle.
152,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,I poked my finger on the reachle.
153,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,I replaced the old reachle with a new one.
154,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,Jack keeps misplacing his reachle.
155,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,I used the reachle to take care of it.
156,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,Yoki picked up the reachle and got to work.
157,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,Luis wrapped the reachle in a rag.
158,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,The reachle fell behind the cabinet.
159,reach,reachle,LE,8,thing,NA,thing,train,NA,train,1a,I have a spare reachle just in case.
160,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,The sprintle is bent and won't work.
161,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,The sprintle is still in the drawer.
162,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,The sprintle slipped out of Audrey's hand.
163,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,This sprintle is too small to work.
164,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,There's a spare sprintle in the cupboard.
165,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,This sprintle is perfect for the task.
166,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,We keep the sprintle under the sink.
167,sprint,sprintle,LE,8,thing,NA,thing,train,NA,train,1a,You'll need a sprintle to reach that.
168,dump,dumple,LE,6,thing,NA,thing,train,NA,train,1a,This dumple keeps slipping from my grip.
